Age,Gender,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,treatment
33,1,0,0,1.0,3,0,1,2,0,2,2,2,1.0,1,1,1,2,1,1,0,0,0
34,1,0,0,1.0,2,0,0,2,0,1,1,0,1.0,0,1,1,0,1,1,0,0,0
28,1,0,0,2.0,1,0,1,1,2,1,1,0,1.0,0,0,0,1,1,1,0,0,0
28,1,0,0,1.0,3,0,0,2,2,2,0,0,0.0,0,1,1,1,1,1,2,0,1
23,1,0,1,2.0,3,0,1,0,0,1,0,0,1.0,0,1,1,0,1,0,1,0,0
22,1,1,1,2.0,1,1,1,0,1,2,2,0,1.0,0,1,1,2,1,2,1,1,1
27,1,0,0,0.0,1,0,1,1,0,1,1,2,1.0,2,1,0,0,1,0,0,0,0
18,1,0,0,2.0,1,0,1,0,0,1,0,0,1.0,2,1,0,0,1,0,0,0,1
35,1,0,1,2.0,2,0,1,2,2,1,1,2,3.0,2,1,0,1,1,0,0,0,1
25,1,0,0,1.0,3,0,0,0,1,1,1,0,1.0,1,1,1,1,1,2,1,0,0
27,1,0,1,2.0,1,0,1,1,0,1,1,2,1.0,0,0,2,2,2,2,2,0,1
26,0,0,1,1.0,5,0,1,2,1,0,0,0,1.0,0,1,1,1,1,1,0,0,1
18,1,0,0,0.0,2,0,1,0,1,0,0,0,0.0,1,1,1,1,1,0,2,0,0
38,0,0,0,2.0,0,0,1,1,2,1,1,0,1.0,1,0,1,0,1,1,0,1,1
26,0,0,1,1.0,5,1,1,2,2,2,0,0,1.0,0,1,1,0,1,1,0,0,1
30,1,1,0,0.0,0,0,1,1,0,1,1,1,1.0,1,1,2,2,1,1,2,0,0
35,1,0,0,0.0,5,0,1,0,0,1,0,0,1.0,2,0,1,1,1,1,0,0,0
45,1,0,1,2.0,5,0,1,2,2,0,0,2,1.0,0,1,1,1,1,0,0,0,1
32,1,0,0,0.0,5,0,1,2,0,1,0,0,1.0,0,1,1,1,1,1,0,0,0
56,1,0,0,0.0,5,0,1,2,1,0,0,0,1.0,1,0,2,1,1,0,0,0,1
24,0,0,0,1.0,4,0,1,0,1,1,0,0,1.0,0,0,1,0,1,0,1,0,0
30,2,0,1,2.0,2,0,1,2,2,2,0,0,0.0,1,1,2,2,1,2,2,0,1
60,1,0,0,1.0,5,0,1,2,0,0,2,0,1.0,1,1,1,2,0,0,2,0,0
33,1,0,1,2.0,5,0,1,2,0,2,2,0,1.0,2,1,0,0,1,0,0,0,1
37,2,0,0,0.0,5,0,1,2,2,2,2,0,1.0,1,1,1,2,0,0,0,0,0
23,0,0,0,2.0,5,0,1,2,2,2,2,0,1.0,1,1,1,1,1,1,2,0,1
31,2,0,0,2.0,5,0,1,2,1,0,0,2,1.0,1,1,2,2,1,1,2,0,1
26,1,0,0,1.0,3,0,1,2,1,1,0,0,1.0,1,1,1,2,1,0,0,0,0
28,0,0,1,3.0,3,1,0,2,2,2,2,2,1.0,2,1,1,2,1,1,2,0,1
37,2,0,0,1.0,5,0,1,2,2,0,2,0,1.0,1,1,1,2,1,1,2,0,1
26,1,0,1,3.0,1,0,1,2,0,1,0,0,1.0,0,1,1,1,0,0,2,0,1
30,2,0,1,1.0,2,0,1,2,1,1,1,0,1.0,0,1,1,2,1,1,0,0,1
26,2,0,0,1.0,2,0,1,1,0,1,1,0,1.0,1,1,1,1,1,1,0,1,0
25,1,0,0,1.0,2,1,1,0,1,1,0,0,1.0,1,1,1,2,1,1,0,0,0
27,1,0,0,2.0,3,0,1,2,1,2,2,0,1.0,0,1,1,2,1,0,0,0,0
25,1,0,0,3.0,1,1,0,0,0,1,0,0,3.0,2,0,0,0,1,0,0,0,1
35,1,0,0,1.0,3,0,1,2,1,0,2,0,1.0,1,1,1,2,1,1,0,0,1
36,1,1,0,0.0,0,0,1,1,2,1,1,0,1.0,0,1,1,2,1,1,2,0,1
26,1,0,1,2.0,5,0,1,2,1,1,0,0,1.0,2,1,0,0,1,1,1,0,1
27,1,0,1,1.0,5,0,1,0,0,0,0,0,0.0,1,1,2,2,0,0,2,0,0
30,1,0,0,1.0,1,0,0,0,1,1,0,0,1.0,0,0,1,1,1,1,0,0,0
29,2,0,0,1.0,3,0,0,0,1,1,0,0,1.0,0,1,0,0,1,0,0,0,0
25,1,0,0,0.0,5,0,0,2,2,2,2,2,0.0,1,1,1,2,0,0,2,0,0
22,0,0,1,3.0,5,0,1,2,2,2,2,2,1.0,0,1,0,1,1,1,2,1,1
29,1,0,0,1.0,2,0,1,1,2,1,1,0,1.0,0,0,1,1,1,1,0,0,0
41,1,0,1,1.0,3,1,1,2,2,0,2,2,1.0,1,1,1,2,0,0,2,0,1
29,1,0,0,2.0,5,0,1,2,0,1,0,0,1.0,2,1,1,1,1,0,1,0,1
32,1,0,0,0.0,4,0,1,2,1,0,2,2,1.0,1,1,1,2,0,0,2,0,0
24,0,0,1,2.0,5,0,1,2,2,1,2,2,1.0,0,1,1,0,1,0,0,0,1
25,1,0,0,1.0,1,0,1,2,0,0,1,0,1.0,0,1,0,0,1,1,0,0,1
25,2,0,0,1.0,5,0,1,0,1,0,0,0,1.0,0,1,0,0,1,0,0,0,0
30,0,0,0,0.0,5,0,1,2,2,2,2,2,1.0,0,0,0,1,1,1,0,0,0
25,1,0,1,2.0,5,0,1,0,1,0,2,0,1.0,1,1,2,2,1,1,2,0,1
30,1,1,0,0.0,0,1,1,1,2,1,1,0,1.0,0,1,1,1,1,0,0,0,0
33,1,1,1,1.0,0,0,0,1,0,1,1,0,3.0,2,2,0,0,0,1,2,1,1
24,1,0,0,1.0,2,0,1,2,1,2,2,2,0.0,1,1,1,1,1,0,2,0,0
25,1,0,1,2.0,5,0,1,2,2,1,0,0,1.0,2,0,1,0,1,1,1,0,1
31,1,0,0,1.0,3,0,0,0,0,1,1,2,1.0,0,1,0,0,1,2,1,0,0
45,1,1,0,3.0,0,0,1,1,0,1,1,0,4.0,1,1,0,0,1,1,0,0,1
29,2,0,0,1.0,1,1,0,1,2,1,1,0,1.0,0,0,1,1,0,0,1,0,0
46,2,0,0,0.0,2,0,1,2,1,2,0,0,0.0,1,1,1,1,0,0,0,0,0
30,1,0,0,2.0,2,0,1,0,0,1,0,0,1.0,2,0,0,0,1,0,0,0,1
29,2,1,0,2.0,5,0,1,2,1,0,1,0,0.0,0,0,1,1,1,1,0,0,0
24,1,0,0,1.0,5,0,1,2,2,0,0,2,1.0,2,1,0,0,1,0,0,0,0
29,1,0,0,1.0,2,0,1,2,2,2,2,2,0.0,1,1,1,2,1,0,2,0,0
35,1,0,0,1.0,2,0,0,0,1,1,0,0,1.0,1,1,2,2,1,1,1,0,0
33,2,0,1,2.0,2,1,1,1,2,1,1,0,4.0,2,0,1,1,1,0,1,0,0
27,1,0,0,2.0,5,0,1,0,1,0,0,0,0.0,2,1,0,0,1,0,1,0,0
36,1,0,0,1.0,5,0,1,0,1,0,0,0,1.0,0,1,1,1,1,1,0,0,0
33,1,0,0,1.0,0,1,1,0,0,1,1,0,1.0,2,0,0,0,1,0,1,0,0
25,2,0,1,2.0,2,0,1,2,2,1,1,2,1.0,1,1,1,2,1,1,0,0,1
23,1,0,1,2.0,3,0,0,0,0,1,1,0,1.0,1,1,2,2,0,2,0,0,1
54,2,0,1,0.0,5,0,1,0,0,2,2,0,1.0,1,1,0,2,1,1,0,0,1
22,1,0,0,2.0,5,0,1,0,0,0,0,0,1.0,0,1,1,0,1,0,0,0,0
25,2,0,1,2.0,5,0,1,2,2,0,0,0,1.0,0,1,1,1,1,1,2,0,1
29,1,0,0,3.0,1,0,0,0,0,1,1,0,1.0,0,1,2,2,0,0,0,0,0
27,1,0,0,2.0,5,0,1,2,2,2,2,2,1.0,1,1,0,0,1,2,2,0,1
30,1,0,0,0.0,1,0,1,1,0,1,0,0,0.0,1,1,1,2,1,0,2,0,0
26,1,0,1,3.0,5,0,1,2,1,0,2,0,1.0,0,1,1,0,1,1,0,0,1
25,0,0,1,2.0,1,0,1,2,2,2,1,0,1.0,1,1,1,2,1,1,1,0,0
31,1,0,0,2.0,4,0,0,1,2,1,0,2,1.0,1,1,1,0,1,1,1,0,1
33,2,0,1,2.0,2,0,1,0,1,1,1,0,1.0,0,1,1,1,1,1,0,0,1
34,2,0,1,2.0,5,0,1,2,2,0,2,2,1.0,0,0,0,0,1,1,0,0,1
34,1,0,0,2.0,3,1,1,1,0,1,1,0,1.0,2,2,1,1,1,0,0,0,1
29,2,1,0,1.0,0,1,1,1,2,1,1,2,0.0,1,1,2,2,0,0,2,0,0
33,0,0,0,1.0,1,0,1,1,0,1,1,0,3.0,0,1,1,1,1,1,0,0,0
34,1,1,1,1.0,2,1,1,1,0,1,0,0,3.0,1,1,2,2,1,0,2,0,1
26,1,1,1,1.0,3,1,0,1,0,1,0,1,1.0,0,1,1,2,1,2,1,0,1
32,1,0,1,1.0,5,0,0,2,2,2,2,2,1.0,1,1,1,2,1,2,2,0,1
28,1,0,1,2.0,5,0,1,0,1,1,0,0,3.0,0,0,0,0,1,1,1,0,1
35,1,0,1,1.0,5,0,1,2,0,2,2,2,0.0,1,1,1,2,1,1,0,0,0
36,1,0,1,3.0,3,0,1,1,2,1,1,2,0.0,1,1,1,1,1,1,0,0,1
21,1,0,1,1.0,3,0,1,2,0,1,0,2,1.0,1,1,2,2,0,0,0,0,1
21,1,0,0,2.0,1,0,0,0,1,1,1,1,0.0,2,1,1,0,1,0,1,0,1
22,2,0,0,1.0,5,0,1,2,0,2,2,2,1.0,1,1,0,1,1,1,2,0,0
41,2,0,1,3.0,5,0,1,2,0,2,2,0,3.0,0,1,2,1,1,0,1,1,1
55,2,0,1,1.0,5,0,1,2,2,2,2,2,0.0,1,1,2,2,1,1,2,0,1
32,2,0,0,2.0,2,0,1,2,2,2,2,2,1.0,0,1,1,2,1,0,2,0,1
21,2,0,1,1.0,2,0,1,0,1,0,1,0,1.0,2,1,1,0,1,2,0,0,1
45,2,0,0,0.0,2,1,1,2,2,0,0,0,1.0,0,1,0,1,1,0,0,0,1
27,0,0,0,1.0,5,0,1,2,2,1,1,2,1.0,2,0,0,0,1,1,1,0,1
25,0,0,1,2.0,2,1,1,0,0,1,1,0,1.0,0,1,1,2,1,1,2,0,1
34,0,0,1,1.0,5,0,0,2,2,2,2,2,4.0,0,0,1,1,1,1,2,0,1
26,2,0,1,0.0,5,0,1,2,2,1,2,2,1.0,0,1,0,0,1,1,0,0,1
41,1,0,0,0.0,4,0,1,2,1,1,0,0,1.0,1,1,1,1,1,1,0,0,1
27,1,0,0,1.0,5,0,1,2,0,2,2,2,1.0,1,1,1,2,1,0,2,0,1
31,2,0,1,2.0,2,1,1,2,0,1,1,0,1.0,1,1,2,2,1,1,0,0,1
25,1,0,1,3.0,2,1,1,1,0,1,1,2,1.0,1,1,2,2,1,2,1,0,1
26,2,0,0,2.0,1,0,1,0,0,1,1,0,1.0,2,2,1,0,1,1,1,0,1
27,0,0,1,1.0,5,1,1,2,2,1,0,0,1.0,0,0,0,2,1,1,0,0,1
42,1,0,0,0.0,4,0,1,0,1,1,1,0,1.0,1,1,1,2,0,0,0,0,0
29,2,1,1,2.0,0,1,1,2,2,1,1,0,4.0,2,1,1,0,1,0,1,0,1
25,0,0,0,2.0,1,0,1,0,1,1,1,0,3.0,2,1,1,0,1,0,0,0,1
33,0,0,1,1.0,5,0,1,2,2,1,2,2,1.0,0,1,1,0,1,2,0,0,1
40,0,0,1,1.0,5,0,0,2,0,0,0,0,1.0,0,0,0,0,1,1,0,0,1
31,1,0,0,0.0,5,0,1,0,0,1,0,0,1.0,2,1,1,0,1,1,0,0,0
26,1,0,1,3.0,2,1,1,0,0,0,0,0,0.0,1,1,2,2,1,1,2,0,1
24,0,0,1,1.0,4,0,0,1,0,1,1,1,4.0,2,0,0,0,1,0,1,1,0
29,1,0,0,0.0,5,0,0,2,1,1,0,0,1.0,0,1,1,1,1,1,0,0,0
48,2,0,0,1.0,2,0,1,0,0,1,1,0,1.0,0,0,0,0,1,1,1,0,0
35,1,0,0,2.0,1,0,1,1,0,1,1,0,4.0,0,0,1,2,1,0,1,1,0
32,0,0,0,0.0,3,0,1,0,1,1,1,0,1.0,0,1,0,1,1,0,0,0,0
29,1,0,0,2.0,3,0,1,0,1,0,0,2,1.0,0,1,1,1,1,0,2,0,1
26,1,0,1,3.0,1,0,1,2,2,1,1,0,3.0,0,1,1,2,1,1,1,0,1
28,1,0,1,2.0,2,0,1,2,2,1,1,0,1.0,0,1,1,0,1,0,1,0,1
23,1,0,0,1.0,5,0,1,0,0,1,0,0,1.0,1,1,1,2,1,0,1,0,0
35,2,0,1,2.0,3,0,1,2,2,1,1,0,4.0,0,0,1,1,1,0,1,1,1
29,1,0,1,2.0,2,0,1,0,0,1,1,0,0.0,0,1,1,1,0,0,0,0,1
26,1,0,1,1.0,1,0,1,2,2,1,2,2,0.0,1,1,1,2,0,0,1,0,0
33,1,0,1,0.0,2,1,1,2,2,2,2,0,1.0,2,0,2,1,1,1,2,0,1
33,1,0,0,1.0,5,1,1,0,0,0,0,0,1.0,2,1,1,0,1,0,2,0,0
22,1,1,0,0.0,1,1,1,0,0,1,1,0,1.0,1,1,2,2,0,1,0,0,0
30,0,0,1,1.0,4,0,1,1,0,1,1,0,1.0,2,0,0,0,1,1,0,0,0
33,1,0,1,3.0,5,1,1,2,2,1,1,0,1.0,2,1,0,0,1,1,1,0,1
31,0,0,1,1.0,5,0,0,0,1,1,0,0,4.0,2,0,0,0,1,0,1,0,1
21,1,0,1,0.0,5,0,1,0,1,0,0,0,1.0,1,1,1,1,1,0,0,1,0
31,2,0,1,2.0,5,0,1,0,0,1,1,0,1.0,2,0,0,0,1,2,2,0,1
26,2,0,0,2.0,3,1,1,0,1,0,0,0,3.0,1,1,1,1,1,1,2,0,1
30,1,0,1,3.0,1,0,1,0,0,1,0,0,1.0,0,1,1,2,1,1,0,0,0
30,2,0,1,2.0,3,0,1,0,1,1,1,0,3.0,1,1,2,2,0,0,1,0,1
23,1,0,0,1.0,1,0,1,1,0,1,1,0,1.0,1,1,1,2,0,0,1,0,0
34,1,0,0,0.0,1,0,1,1,0,1,1,0,1.0,1,1,2,2,1,0,0,0,0
55,2,0,1,2.0,0,1,1,1,2,1,0,0,1.0,2,0,0,0,1,1,1,1,1
28,1,0,1,1.0,0,1,1,2,0,1,1,2,0.0,1,1,2,2,1,1,2,0,1
26,2,0,0,1.0,2,1,1,0,0,0,1,0,1.0,1,1,1,0,1,2,0,0,0
28,1,0,1,2.0,1,1,1,2,2,2,1,0,0.0,1,1,2,2,2,2,2,0,1
32,1,0,1,2.0,1,0,1,1,0,1,0,0,1.0,1,1,1,2,1,1,0,0,1
28,0,0,0,1.0,5,0,0,2,2,1,0,0,1.0,0,1,0,0,1,1,0,0,1
21,2,0,0,2.0,1,0,0,0,1,1,2,2,1.0,1,1,1,1,0,0,2,0,0
24,1,0,1,2.0,3,0,1,1,2,1,1,0,3.0,2,1,1,1,1,0,1,1,1
26,0,0,0,1.0,5,0,0,2,1,2,0,0,1.0,0,1,1,0,1,1,0,0,0
23,1,0,0,1.0,5,0,0,2,0,1,1,0,1.0,1,1,2,0,1,2,0,0,0
24,0,0,0,1.0,5,0,1,2,2,2,2,2,1.0,1,1,1,1,2,2,2,0,0
28,1,1,0,0.0,3,1,1,0,0,1,1,0,1.0,0,1,1,2,1,1,2,0,0
24,2,0,1,1.0,1,0,1,1,0,1,1,0,0.0,2,1,0,1,1,2,2,0,1
33,1,1,0,3.0,0,1,1,1,0,1,1,2,1.0,2,0,1,1,2,2,0,0,1
34,1,0,0,2.0,2,0,1,0,0,1,1,0,1.0,0,1,2,2,1,0,0,0,0
27,0,0,0,2.0,2,0,1,0,1,1,1,0,3.0,0,0,1,1,1,1,0,0,1
28,1,0,0,0.0,1,0,1,0,0,1,0,0,1.0,1,1,1,2,1,1,0,0,0
26,1,0,0,1.0,5,0,1,0,1,0,0,0,1.0,1,1,1,2,1,1,0,1,0
20,1,0,0,1.0,3,1,1,0,1,0,0,2,0.0,1,1,1,2,1,1,0,0,0
23,0,0,0,2.0,2,0,1,2,2,1,0,0,1.0,0,1,1,0,1,0,0,0,1
29,1,0,1,1.0,0,1,1,2,2,2,2,2,1.0,1,1,2,2,0,0,2,0,1
26,1,0,1,2.0,1,0,1,1,0,1,1,0,1.0,0,0,0,0,1,0,1,0,0
36,1,0,0,1.0,5,1,1,2,0,2,0,0,1.0,0,1,0,0,1,1,0,0,0
41,2,0,0,2.0,5,0,1,2,2,2,2,2,1.0,0,1,1,2,0,2,2,1,1
33,0,0,0,1.0,3,1,1,2,0,0,1,0,1.0,1,1,1,2,1,1,2,0,0
23,2,0,1,2.0,1,0,1,2,2,1,1,2,0.0,1,1,2,2,1,1,2,0,1
39,1,0,1,3.0,5,0,1,2,0,1,0,0,1.0,2,1,1,1,1,0,1,1,0
34,2,0,1,1.0,5,0,1,2,1,0,0,0,1.0,0,1,1,1,1,0,0,1,0
26,2,0,0,2.0,3,0,1,2,2,1,1,0,3.0,2,0,1,1,1,1,1,1,1
24,1,0,0,1.0,2,0,1,2,2,2,1,0,1.0,1,1,1,2,1,1,0,0,1
37,1,0,1,1.0,5,0,0,2,2,2,2,0,1.0,0,0,1,1,1,1,0,0,1
43,1,1,1,3.0,1,1,1,2,2,1,1,2,0.0,1,1,2,2,0,0,2,0,1
40,2,0,1,0.0,5,0,1,2,2,2,0,2,1.0,2,0,0,1,1,0,2,0,0
30,1,0,1,3.0,5,0,1,2,2,2,1,0,4.0,2,1,1,0,1,1,1,1,1
34,2,0,0,2.0,1,0,1,0,1,1,1,0,1.0,2,2,1,0,1,1,0,0,1
27,1,0,1,2.0,3,0,1,0,1,1,0,0,1.0,2,1,0,0,1,2,0,0,1
36,1,0,0,2.0,5,0,1,0,0,1,1,2,1.0,1,1,2,2,0,2,0,0,0
27,1,0,0,1.0,1,0,1,1,2,1,1,0,1.0,0,1,1,1,1,0,1,0,0
35,1,0,1,0.0,3,0,1,2,0,1,1,2,1.0,2,1,0,0,1,0,0,0,0
32,1,0,0,0.0,1,0,1,1,0,1,1,0,1.0,0,1,1,0,1,2,2,0,0
37,2,0,0,1.0,4,0,1,2,0,1,1,0,1.0,0,0,1,1,1,1,0,0,0
29,1,0,0,1.0,2,0,1,0,0,0,0,0,1.0,1,1,1,2,0,0,2,0,0
33,0,0,0,0.0,4,0,1,2,1,2,2,0,0.0,0,1,1,2,1,1,2,0,0
28,2,0,0,2.0,1,1,1,1,2,1,1,0,1.0,2,0,1,0,1,1,0,0,0
26,0,0,1,0.0,2,0,1,0,1,1,1,0,3.0,0,0,1,0,1,0,1,0,0
27,2,0,1,2.0,1,1,1,0,0,2,0,0,1.0,2,1,1,2,1,0,2,0,1
38,1,1,0,2.0,2,1,1,1,0,1,1,2,1.0,0,0,1,2,1,0,2,0,1
57,2,0,1,1.0,5,0,1,2,2,1,1,0,1.0,0,1,1,2,1,0,1,0,1
28,1,0,0,2.0,5,0,1,1,0,1,1,1,4.0,2,0,0,1,1,0,1,0,1
26,1,0,0,0.0,1,0,1,1,2,1,1,0,1.0,0,1,2,2,0,0,1,0,0
42,2,0,0,1.0,3,1,1,2,2,1,1,2,1.0,2,1,1,0,1,0,0,0,1
31,1,0,0,2.0,3,1,1,2,2,2,2,2,0.0,1,1,1,2,1,1,2,0,1
58,1,0,0,1.0,5,0,1,2,2,2,2,2,1.0,0,1,1,2,1,2,2,0,1
29,1,0,0,2.0,1,0,1,0,0,1,1,0,4.0,2,1,0,0,1,0,1,0,0
39,0,0,0,2.0,5,0,1,2,2,1,2,0,1.0,2,1,1,1,1,0,1,1,1
34,1,0,0,2.0,1,1,1,0,0,1,1,0,4.0,0,1,1,2,1,0,0,0,0
57,1,0,0,2.0,5,0,1,2,1,2,2,0,1.0,0,0,0,0,1,0,0,0,1
27,1,0,1,2.0,1,0,1,1,1,1,1,0,3.0,2,0,1,0,1,1,1,1,1
23,1,1,1,3.0,2,1,1,0,0,0,0,0,1.0,1,0,2,2,0,2,0,0,1
18,1,0,0,1.0,4,1,0,0,0,1,0,0,0.0,2,1,0,0,1,0,0,0,0
30,0,0,0,1.0,3,0,1,0,1,1,1,0,1.0,0,1,1,2,1,0,0,0,0
23,1,0,0,0.0,2,0,0,0,1,0,0,0,1.0,1,1,2,2,0,2,2,0,0
43,2,0,0,2.0,5,0,1,2,2,2,2,2,1.0,2,0,0,0,1,2,0,0,1
18,0,0,1,2.0,0,1,1,0,1,0,0,0,1.0,0,0,1,1,0,0,0,0,1
29,1,0,0,1.0,1,0,1,2,2,1,1,0,1.0,0,1,1,0,1,0,0,0,1
48,2,0,0,0.0,1,0,1,0,0,1,0,0,1.0,0,1,0,0,1,0,0,0,0
43,1,0,0,2.0,2,0,0,1,2,0,1,0,1.0,0,1,1,1,1,2,1,1,1
28,0,0,1,2.0,2,0,1,0,1,1,1,0,1.0,2,0,1,0,1,0,0,0,1
30,1,1,1,3.0,0,1,1,1,2,1,1,2,0.0,1,1,2,2,1,1,2,0,1
26,1,0,0,2.0,1,0,1,1,0,1,1,2,0.0,0,1,1,2,1,0,2,0,0
33,1,0,0,0.0,1,0,0,1,0,1,1,0,1.0,0,0,1,1,1,1,1,0,0
31,1,0,0,1.0,5,0,1,2,1,0,0,2,1.0,1,1,0,1,1,1,2,0,0
30,2,0,0,1.0,3,0,0,0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0
27,1,0,0,1.0,2,0,1,1,0,1,1,0,3.0,2,1,1,0,1,0,1,1,0
24,0,1,1,2.0,0,1,1,1,0,0,0,0,1.0,1,1,1,1,1,1,0,1,1
25,1,0,0,1.0,2,0,1,0,1,0,0,0,1.0,0,1,1,0,1,1,0,0,0
23,0,0,1,3.0,5,0,1,2,1,0,1,0,1.0,0,1,1,1,1,1,2,1,1
36,2,0,0,2.0,5,0,0,2,1,1,1,0,3.0,2,0,1,0,1,1,1,1,1
25,0,1,1,3.0,0,1,1,0,1,1,1,2,3.0,2,1,1,0,1,0,1,1,1
54,1,0,0,2.0,5,1,0,1,2,2,2,2,0.0,1,1,2,2,0,0,1,0,1
34,1,0,0,1.0,1,0,1,0,1,0,0,0,1.0,1,1,1,1,1,0,2,0,0
38,0,0,0,1.0,2,0,1,2,2,1,1,2,1.0,0,0,0,0,1,1,1,0,1
40,1,1,1,1.0,5,0,1,1,0,1,1,1,1.0,2,0,1,0,1,0,1,1,0
32,1,0,0,1.0,2,0,1,1,1,1,0,0,1.0,1,1,0,1,1,0,0,0,0
25,1,0,0,0.0,5,0,0,0,1,0,2,0,1.0,1,1,2,2,1,2,0,0,0
35,0,0,0,2.0,3,0,1,1,2,1,1,0,1.0,2,0,0,0,1,0,1,0,1
46,1,0,0,2.0,5,0,1,2,2,2,2,0,1.0,0,1,1,0,1,1,2,0,1
42,1,0,0,0.0,3,0,0,2,0,2,1,0,4.0,0,1,2,2,0,2,1,0,0
32,1,0,1,2.0,1,1,1,2,0,1,1,0,1.0,1,1,2,2,0,0,2,0,1
47,2,0,1,2.0,5,0,1,2,2,2,2,0,0.0,1,1,1,2,1,2,2,0,1
22,1,0,0,1.0,5,0,1,2,1,2,0,2,1.0,1,1,1,2,1,0,2,0,0
33,0,0,0,2.0,4,1,1,2,2,2,2,0,0.0,1,1,1,1,1,1,0,0,1
25,2,0,0,2.0,1,0,1,1,0,1,1,1,1.0,0,1,1,0,1,1,2,0,0
29,2,0,0,1.0,5,0,1,0,1,1,0,0,1.0,0,1,0,0,1,0,0,0,0
39,1,0,0,0.0,2,0,1,2,2,2,2,2,0.0,1,1,2,2,1,1,2,0,0
38,1,0,1,2.0,5,0,1,2,1,2,2,2,1.0,2,1,0,0,1,1,1,0,1
43,1,0,0,1.0,1,1,1,0,0,1,0,0,1.0,0,1,1,0,1,1,0,0,0
46,1,0,0,1.0,4,1,1,2,1,2,2,2,1.0,1,1,1,2,1,0,2,0,1
38,0,0,1,2.0,5,0,0,2,2,2,2,2,0.0,0,1,2,2,1,1,1,1,1
33,1,0,0,2.0,1,0,1,2,2,1,1,2,0.0,2,2,1,1,1,0,1,0,1
34,1,0,1,3.0,2,0,1,1,2,1,1,2,0.0,0,0,2,2,1,1,1,0,1
62,2,0,0,0.0,5,0,1,2,2,0,2,0,1.0,0,1,1,2,0,0,2,0,0
23,2,0,0,1.0,5,0,0,0,1,0,0,2,1.0,0,0,1,1,1,1,0,0,0
35,1,0,0,1.0,5,0,0,1,0,1,1,0,1.0,0,0,0,0,1,1,1,0,0
25,1,0,1,1.0,2,1,1,0,1,0,0,0,1.0,0,2,0,0,1,1,0,1,0
36,2,1,1,2.0,0,1,1,0,2,0,1,2,3.0,0,1,1,2,1,2,2,0,1
41,0,0,1,1.0,4,1,1,2,2,2,2,2,0.0,0,0,1,1,1,1,2,0,1
24,1,1,0,2.0,0,0,1,2,2,0,0,2,1.0,1,1,1,1,0,0,2,0,0
51,1,0,0,2.0,2,1,1,1,2,2,1,1,3.0,2,2,0,0,1,1,0,1,1
29,2,0,0,2.0,1,0,1,2,2,1,2,2,0.0,1,1,0,1,1,1,2,0,1
31,0,1,1,2.0,3,1,1,0,1,0,0,0,1.0,0,0,1,2,1,1,2,0,1
27,1,0,0,1.0,1,0,1,1,0,1,1,0,1.0,1,1,1,2,1,2,0,0,0
31,1,0,0,1.0,3,0,1,2,2,2,2,0,1.0,1,1,2,2,2,2,1,0,1
27,0,1,1,2.0,0,1,1,1,0,1,1,1,4.0,2,0,0,0,1,0,1,0,0
23,1,0,0,1.0,1,0,1,0,0,1,0,0,0.0,1,1,1,2,0,0,2,0,0
21,1,0,0,0.0,2,0,1,0,1,0,1,0,1.0,2,0,0,0,1,0,0,0,0
27,0,0,1,2.0,1,0,1,1,2,1,1,1,3.0,2,1,1,1,1,1,1,0,1
39,2,0,1,3.0,2,1,1,2,2,2,2,0,1.0,2,1,1,2,1,1,1,0,1
26,2,0,1,0.0,5,0,1,0,0,1,0,0,1.0,0,1,0,0,1,1,1,0,1
27,1,0,0,0.0,1,0,1,0,0,1,1,0,1.0,0,0,1,1,1,1,0,0,0
22,0,0,1,2.0,4,0,1,2,2,1,0,0,1.0,1,1,1,1,1,1,1,1,1
26,2,0,1,3.0,3,0,0,0,0,1,1,0,3.0,0,1,0,0,1,0,1,0,1
31,0,0,1,1.0,3,0,1,2,2,1,1,2,1.0,1,1,2,2,1,1,2,0,1
32,1,0,0,0.0,1,0,1,0,0,1,1,0,1.0,1,1,2,2,2,2,2,0,0
28,0,0,1,3.0,3,1,1,2,0,1,0,0,1.0,2,2,1,1,1,1,1,1,1
28,2,0,1,1.0,3,0,1,1,1,1,1,2,3.0,2,2,1,1,2,1,1,1,1
23,0,0,0,1.0,1,0,1,0,1,1,1,0,0.0,0,1,0,1,1,2,2,0,0
30,1,0,0,0.0,2,1,1,0,1,0,0,0,0.0,1,1,2,2,0,0,2,0,0
36,1,0,1,2.0,5,0,1,2,0,1,2,0,3.0,2,1,1,2,1,2,1,0,1
21,2,0,1,1.0,5,0,1,2,2,2,2,2,1.0,1,1,1,2,1,0,2,0,0
30,1,0,0,3.0,2,0,1,1,0,0,1,0,1.0,0,1,1,1,0,2,0,0,0
25,0,0,1,1.0,4,0,0,0,1,1,1,0,1.0,0,1,1,1,1,0,0,0,0
32,1,0,0,2.0,1,0,1,1,0,1,1,0,0.0,1,1,1,2,0,2,0,0,1
29,0,0,0,2.0,0,0,1,1,0,1,1,0,1.0,0,1,1,1,1,1,2,0,1
21,2,0,0,2.0,2,0,1,1,2,2,1,2,1.0,0,1,1,1,1,1,2,0,1
